@relation categoria
@attribute texto string
@attribute class string
@data
@tvn_mauricio aca en pto montt estamos abriendo las redes wifi para que la gente tenga acceso gratis a internet y sepa de sus familias!,None
rt @tvn24h: ingreso a clases 8 de marzo: rige desde las regiones de valparaíso hasta la araucanía incluyendo la región metropolitana #te ...,None
@tvn24h llegó informacion via facebook que en los hospitales se necesitan donaciones de sangr,None
@ivanvalenzuela ¿como ayudar?-http://ayudarchile.blogspot.com/- favor difundir! compilacion d los medios que existen hasta ahora para ayudar,None
@pamematusmoll anahí con ataque de histeria estaba.. x)! gritaba pidiendo que la llevaran a su casa..!,None
conozca la lista de los colombianos que se han reportado en la embajada de colombia en chile en: http://bit.ly/9aspqa,None
rt @tvn_mauricio: desde estación espacia,None
@jp_armstrong no tengo informacion espero que todo bien por alla,None
rt @marcelopradosz: @rodrigosepu: en cabrero la situación es tranquila y sólo hay temor por los reos sueltos. por favor rt para tranquilizar,Seguridad
"no habia escuchado antes hablar de algo ""dantesco"" ",None
rt @fantasmitalatin: @univisioncorp en solidaridad con el pueblo chileno buscador de personas! please rt: http://www.tconnections.net/ch ...,None
@tvn_mauricio soy de antofagasta y estuve en iloca y dua dias antes del terremot,None
como tenia que serrt @albertoravell llegan a santiago los primeros vuelos nacionales e internacionales.,None
rt @guachacas: nos cuenta @skcore que las ferias de la florida tan todas funcionand,None
40 minutos para el toque de queda en conce y alrrededores...#terremoto #chile,None
como cresta van a saber en conce si hay toque de queda si nadie le dice??,Seguridad
friction awards se solidariza con nuestros hermanos chilenos. las personas siempre son más importantes que todo. lioi,None
@yajairas ayyyyyyy siiiiiiiiiii pipipipipipi no sie en agosto para argentina o italia me voy no puedo con stoo,None
@coyd_x todo bien en chilo,None
@tele13online alguna noticia de chiguayante y hualqui?,Comunicación
estoy buscando a una amiga de chil,None
rt @1vzlano: #terremotochile rt @cortespauli: me ofrezco para ubicar a gente en santiago de #chil,None
@ispaula es la corita del angel osea tien un nombre en especial pero no se como se llama :d,None
lo del aeropuerto de scl es un epic fail. transitando tanta gente la estructura no puede colapsar de esa menera.,Seguridad
@tvn_mauricio hay sectores en valpo en los cuales ya se corto el agua... como esval dice que no hay corte de agua,Agua
se actualizó lista de encontrados en pelluhue http://sibekay.tumblr.com,None
@biobio dicen k van a coratar el agua en puente alto ? en el paradero 27 de av ?,Agua
rt @adnradio: adn radio chile y todas las emisoras de iberoamericana radio chile te escuchan en este momento difícil. si quieres... http ...,None
@julietav gracias por todo el apoy,None
rt @gonzalotorres: rt @fabiuzz porfa rt @karengzman :busco a luis gzman en chile mi hermano no tengo ninguna comunicacion con el y nadie ...,None
rt @mrlvx: luces antes del terremoto en chile 27 02 2010 http://bit.ly/9jrysr,None
osea es 3ro!! ahhh y mi electivo x.x,None
@geneedynatiion eso esperoo q me salude =) ...jajaja no puedes kitarte el nombre,None
@alejandroaguin hola ... podrias decirme como esta la situacion por esos lugares???... coronel la ciudad esta muy afectada??,Comunicación
dispuesta ayudar a todos lo que necesiten algo.!,None
rt @mxperez: al aire con constitución y vamos a mostrar primeras imagenes e info de pelluhue!!!,Comunicación
si esta en santiago y tiene carro bajit,None
basta de éticaaaaaaaaaaaaaaaa materia del ort...no te entiendo y no te aprecio un carajo,None
rt @rnbicentenario: #chileayudachile necesitamos alimentos+ ropa + voluntarios mas info en: http://tinyurl.com/chileayudachile #terremot ...,None
en toque de qued,Seguridad
mañana podriamos amanecer como chile o haití eso ya esta escrito ! estamos en los ultimos dias ! lo q oda es vivir cn plenitud!,None
@soldeabril gracias amiga trasandinaa! :d,None
@humonegro saben como está la cosa en las siete tazas?,None
me kedo tildada cuando aparece @joejonas en camp rock jaja,None
@dynation alo nene liindo espero estes bien despues de le noticia de chile aqi en mexico tambien los apoyamos tqm,None
@tvn_mauricio   saqueos en penco tras el terremoto que sacudió chile http://youtu.be/uv8gpazln1i y que pasa con esta noticias,Seguridad
"""está la cagada más iva"" jajjajajaja la frase del día ajajajajaja ",None
rt@quijoteandourgente 2 vzlnos necesitan ayuda! estan refugiados casa #203b chile(concepcion) alex navarro y maria liberto!avisen,None
@tvn_mauricio mauricio...hay alguna informacion sobre si se pueden hacer envios de dinero a chile? alguna casa de cambio??,None
@soledadonetto/si tienen preguntas para nuestros entrevistado,None
el ejército en la calle es lo adecuado. no tiene nada que ver con tiempos pasado,None
tiene cara de que la sufre mi presidenta u.u,None
#terremotoenchile http://www.bbc.co.uk/mundo/ciencia_tecnologia/,None
"rt @cnnchile: bachelet: ""el terremoto afectó a un 80% del territorio nacional (...) aún no es posible conocer la magnitud final"" ",None
"rt @tvn24h: cadena nacional: presidenta michelle bachelet ""estamos hablando de una tragedia"" #terremotochile #24h ",None
@soledadonetto en curico dieron el agua y esta intomabl,Agua
@paulo_flaco yo estoy en ar,None
rt @chaborrin: como aplican un toque de queda con el peligro de otro sismo? todos encerrados a esperar otro sismo,Seguridad
rt @danii_smilee: @tipicojonasfans que te rias de cualquier mensada que hacen los jonas!!,None
rt @stark: en lun al parecer pusieron a armar la edición de hoy a unos auquénidos metamorfoseados.,None
@reportwiteros esto es pichilemu  http://yfrog.com/33p19ij,Comunicación
rt @christyfuen: rt @ma_gomez: busco informacion urgente de persona que se encuentra en los edificios colapsados de conc,Personas
en valparaiso un poko mas trankilo .... pero se nos sigue moviendo el piso a ratos ...,Comunicación
espero que la manana traiga bns noticias: lonco parqu,None
buscando en twiter me encontre una foto en fb de un personaje achaino haciendo su negocio http://www.to/wli9e mira @alvaromata,None
rt @fcoel rt @earcos: woooow!! foto de grieta causada por el terremoto http://twitpic.com/15o1fc /vía @mezvan,None
necesito saber algo k paso en yumbel y florida porfa octaba region,Comunicación
alerta en todo el mundo: se han registrado más de 250 terremotos en la última semana http://is.gd/9lb3r  #terremotochile vía: @elcomercio,None
#terremotochile alguien sabe cómo están los servicios en barrio alto el manzano de la comuna de til til?,Agua
rt @juanes: rt @andreita_paola: @juanes se busca a tamara alarcón puschmann. desaparecida en concepcion rt.,None
telefonos de emergencia en chile se piden que se retwiteen 568 1290/ 568 1295 #terremotochile,None
@jaimeteran todo bien? todos bien? espero que si.,None
conmocionado por el terremoto en chile saldo 214 muertos 2 millones de damnificados es el momento de colaborar con los hermanos chilenos!!!,None
hombre | 53 años: le estaba haciendo masajes a mi señora con una crema demasiado fuerte un estilo ratisalil.. luego... http://dlvr.it/3zs5,None
#terremotochile - así quedó el ventanal de mi oficina... http://tweetphoto.com/12753529,None
@movistarchile  grande movistaar!!  fue lo uniko que sevia durante horas! y yo tengo entel .. y no funcionaba,None
chilenos se vuelcan a supermercados y estaciones de servicio tras terremoto http://myloc.me/4giya,Alimento
@mariiaferciias oye si no me conecto a twitwer no em entero de nada jeje ke mal con el terremoto,None
rt @ayudachile: rt @jab_ito: busco cualquier informacion de nicolas rodrigues y carmen paz abarc,Personas
rt @chinistico: lo de hosp de talca es mentira. ni que los enfermos se  cuidaron solos. paren de inventar estupideces. #terremotochile,None
- en solaridad con chile!!! es hora de crear un cambio de conciencia! la tierra nos esta pasando factura!!!,None
vamos mi parral querido...vamos que se puede...,None
@ale_azocar aca en mi casa duerme mi abuela y mi hermano chico solamente,None
hoy a dormir con un ojo abierto y otro cerrado.... lamentable lo que paso.... pero espero que todo este ok mañana y mejorando siempre...,None
@soledadonetto buenos video,None
la gente hace turnos con vecinos para proteger edificios colpasados y que no entren a saquearlos.,Seguridad
rt @nadaseralomismo: rt @nelissh: envíen mensajes gratis por sms!! http://bit.ly/a9deek ya lo probé así: +5609 y el cel 8 dígitos,None
rt @lucrivan: rt @reportwiteros buscamos a edmundo quedaza q se encontraba en concepcio,Personas
rt @lacronicadehoy: esperan tsunami en costas japonesas para este domingo  http://bit.ly/aa2fdy,None
por la ctm...quiero a mi hermano...esta en viña pero igual me da miedo que este allá,Personas
rt @cnnenespanol: terremoto en chile deja dos millones de damnificados http://bit.ly/abxbxe,None
rt @snscafe: rt @prisca81: se reventó un embalse en convento viej,None
rt @sophiabliu: #chile utilizar un hashtag principal por tweet: #estoybien #estasbien #necesita #ofrece ú #tiene #abierto (cont) http:// ...,None
viendo imagenes del programa 133 en mega,None
por qué no hubo alerta de tsunami? por qué se negu00f,None
@joejonas boe (? pasastee del terremoto en chil,None
#terremotoenchile daños que ocasiono el movimiento telurico en chile http://www.youtube.com/watch?v=blerbbtlfdy&feature=player_embedded#,None
buena parte de providencia en penumbras. confiamos en la luz de la divina.,Comunicación
que caloooooooor,None
fue culpa de haarp xddd que me dan risa estos weones,None
liberen lineas telefonicas para llamar a chile... no cost!!!! #terremotochile #digitel #movistar #movilnet #cantv,None
rt @selenagomezmxi: que dios este en el corazón y hogar de cada uno de los hermanos chilenos,None
rt @ayudachile: busca y reporta personas del #terremotochile  en el enlace creado por google http://chilepersonfinder.appspot.com/,None
@macacomeau gracias por preocupars,None
@willymartin aaaaa los amooo,None
rt @redmarguerite @ayudachile por favor alguien q tenga noticias sobre hualpen en concepció,Comunicación
@anaarangodesign en teoría todas las edificaciones recientes deberían soportar un sismo similar sin colapsar. pero todo es relativo.,None
por si tienen,None
rt @melinalopez: tengo 2 hipotesis.. o el temblor afecto a estados unidos.. o andan  consumiendo faso.. :|,None
rt @fvelosoc: vamos a ver si habrá puerta giratoria para quienes vendieron deptos. en edificios de cartulina,None
plan de viña luz parcialpero no agua.parte alta de miraflores c/n luz y agua. valpo:cerro carcel y florida ok. #terremoto  #terremoto chile,None
@_chibi que alegría que estes bien! (:,Personas
cómo podemos ser útiles los que estamos lejos de la catástrofe ? d:,None
rt @vlanoticia ahora damnificados en #curico salen a las calles y encienden fogatas para quebrar la oscuridad y el silencio #terremotochile,Seguridad
rt @cruzrojainforma: dispuesta la bodega central de cruz roja en stgo / seminario 973 Ñuñoa (cerca de av. grecia),None
rt @curvaspoliticas: urgent twittero @biodome10 pide ayuda para que lo rescaten. está atrapado en lautaro 1712 estación central urgente  ...,Personas
rt @juanes les propongo una cadena d oracion x el pueblo chileno.recemos 1 padre nuestro y 1avemaria en los prox 5min. enviemos luz chile,None
q:ah car,None
@mapc todos sabemos que los marcianos no mueren,None
ojala que corran lo de sia !,None
buscamos a rolando andaur y pury figueroa de cauquenes(chile). por favor rt,Personas
busco patricia antonia rojas rivera  se encontraba en los angeles y de paloma nicole vallejos rodrigues se encuentra en lota,Personas
rt @psicovivir: es importante que a los niño se les duerma hablandoles. deben sentir la seguridad de sus seres queridos #terremotochile,None
rancagua con destrucción en sus construcciones antiguas en el centro (#moteconhuesillo live at http://ustre.am/cug7),Comunicación
apoyando a la gente de @chile...otro terremoto mas,None
rt @fsabat: rt @curvaspoliticas: telefonos de emergencia en chile se piden que se retuiteen 568 1290/ 568 1295,None
ya vi la misma pelicula y siempre me rio en la mismas partes y me encanta esa movie,None
en palabras de mario lopez : ayudare a todos mis pinpoños de chile,None
el 1 de marzo empiezas las matrícula,None
se lo robe a @elena_victoria y ahora te lo paso a ti @merce_rojas te va a gustar http://www.youtube.com/watch?v=2_hxuhshhmy,None
rt @tvn_mauricio: aquí la lista de supermercados y farmacias abiertos http://bit.ly/cvxiey desde valpo a p.montt (gracias a @fcevenindeath),None
@alexiss7 no con twitter esta bien,None
rt @ddzuniga: rt @oscarcontardo: ¿alguien ha sabido algo de @jisa39 ? // lo mismo quiero saber yoooo,None
@copano acá en stgo tb las replicas están suav,None
@isopixel estas consciente que los sedimentos de agua sobre los cuales fue construida la ciudad de méxico amplifican cualquier terremoto?,None
